cohort,arch,spec,cls,kind,group,n_seeds,n_pos_test,auprc,auprc_ceiling,auroc,gap,rel_gap,gap_ci_lo,gap_ci_hi,gap_seed_sd,q,blind,type,dx_group,low_ceiling,suff_abs0.02,suff_abs0.05,suff_abs0.1,suff_rel0.05,suff_rel0.1,sufficiency
ningbo,inceptiontime,V6,STTC,single,morphology,5,633,0.6918,0.7109,0.9281,0.0191,0.0269,-0.0018,0.0403,0.0112,0.0457,False,ok,repolarization,False,indeterminate,sufficient,sufficient,indeterminate,sufficient,sufficient
ningbo,inceptiontime,V6,LVH,single,morphology,5,710,0.7642,0.8882,0.9389,0.1240,0.1396,0.1024,0.1445,0.0059,0.0017,False,ok,hypertrophy,False,loss,loss,loss,loss,loss,loss
ningbo,inceptiontime,V6,RBBB,single,morphology,5,193,0.9008,0.9742,0.9912,0.0734,0.0754,0.0473,0.1012,0.0064,0.0017,False,ok,conduction,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ningbo,inceptiontime,ALL,AF,ceiling,rhythm,5,0,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,ALL,AFL,ceiling,rhythm,5,1140,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,ALL,TWC,ceiling,morphology,5,774,0.6996,0.6996,0.9303,0.0000,0.0000,,,0.0000,,False,ok,repolarization,False,na,na,na,na,na,na
ningbo,inceptiontime,ALL,LAD,ceiling,morphology,5,175,0.6208,0.6208,0.9838,0.0000,0.0000,,,0.0000,,False,ok,axis,False,na,na,na,na,na,na
ningbo,inceptiontime,ALL,SB,ceiling,rhythm,5,1899,0.9943,0.9943,0.9981,0.0000,0.0000,,,0.0000,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,ALL,SVT,ceiling,rhythm,5,19,0.2705,0.2705,0.9441,0.0000,0.0000,,,0.0000,,False,ok,rhythm,True,na,na,na,na,na,na
ningbo,inceptiontime,ALL,SR,ceiling,rhythm,5,942,0.9377,0.9377,0.9852,0.0000,0.0000,,,0.0000,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,ALL,ST,ceiling,rhythm,5,852,0.9926,0.9926,0.9981,0.0000,0.0000,,,0.0000,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,ALL,STTC,ceiling,morphology,5,633,0.7109,0.7109,0.9424,0.0000,0.0000,,,0.0000,,False,ok,repolarization,False,na,na,na,na,na,na
ningbo,inceptiontime,ALL,LVH,ceiling,morphology,5,710,0.8882,0.8882,0.9765,0.0000,0.0000,,,0.0000,,False,ok,hypertrophy,False,na,na,na,na,na,na
ningbo,inceptiontime,ALL,RBBB,ceiling,morphology,5,193,0.9742,0.9742,0.9973,0.0000,0.0000,,,0.0000,,False,ok,conduction,False,na,na,na,na,na,na
ningbo,inceptiontime,I+II,AF,device,rhythm,5,0,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,I+II,AFL,device,rhythm,5,1140,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,I+II,TWC,device,morphology,5,774,0.6052,0.6996,0.8968,0.0944,0.1349,0.0742,0.1133,0.0107,0.0031,False,ok,repolarization,False,loss,loss,indeterminate,loss,loss,loss
ningbo,inceptiontime,I+II,LAD,device,morphology,5,175,0.6548,0.6208,0.9868,-0.0340,-0.0547,-0.0734,0.0076,0.0344,1.0000,False,ok,axis,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,I+II,SB,device,rhythm,5,1899,0.9947,0.9943,0.9982,-0.0004,-0.0004,-0.0015,0.0004,0.0022,1.0000,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,I+II,SVT,device,rhythm,5,19,0.3450,0.2705,0.9442,-0.0745,-0.2754,-0.2561,0.0913,0.0501,1.0000,False,ok,rhythm,True,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
ningbo,inceptiontime,I+II,SR,device,rhythm,5,942,0.9307,0.9377,0.9840,0.0069,0.0074,0.0000,0.0138,0.0098,0.0666,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,I+II,ST,device,rhythm,5,852,0.9929,0.9926,0.9984,-0.0003,-0.0003,-0.0018,0.0014,0.0019,0.9191,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,I+II,STTC,device,morphology,5,633,0.6547,0.7109,0.9292,0.0562,0.0790,0.0354,0.0752,0.0124,0.0031,False,ok,repolarization,False,loss,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
ningbo,inceptiontime,I+II,LVH,device,morphology,5,710,0.5102,0.8882,0.8541,0.3780,0.4256,0.3426,0.4120,0.0112,0.0031,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
ningbo,inceptiontime,I+II,RBBB,device,morphology,5,193,0.9593,0.9742,0.9967,0.0149,0.0153,0.0043,0.0278,0.0085,0.0057,False,ok,conduction,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,LIMB6,AF,device,rhythm,5,0,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,LIMB6,AFL,device,rhythm,5,1140,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,LIMB6,TWC,device,morphology,5,774,0.6089,0.6996,0.8984,0.0907,0.1296,0.0704,0.1102,0.0107,0.0031,False,ok,repolarization,False,loss,loss,indeterminate,loss,loss,loss
ningbo,inceptiontime,LIMB6,LAD,device,morphology,5,175,0.6686,0.6208,0.9874,-0.0477,-0.0769,-0.0924,-0.0038,0.0441,1.0000,False,ok,axis,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,LIMB6,SB,device,rhythm,5,1899,0.9942,0.9943,0.9982,0.0001,0.0001,-0.0011,0.0016,0.0028,0.7848,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,LIMB6,SVT,device,rhythm,5,19,0.3087,0.2705,0.9428,-0.0382,-0.1411,-0.2058,0.1155,0.0557,0.9976,False,ok,rhythm,True,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ningbo,inceptiontime,LIMB6,SR,device,rhythm,5,942,0.9312,0.9377,0.9841,0.0065,0.0069,-0.0006,0.0129,0.0125,0.0949,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,LIMB6,ST,device,rhythm,5,852,0.9924,0.9926,0.9975,0.0002,0.0002,-0.0012,0.0019,0.0025,0.6684,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,LIMB6,STTC,device,morphology,5,633,0.6579,0.7109,0.9307,0.0531,0.0747,0.0319,0.0725,0.0137,0.0031,False,ok,repolarization,False,loss,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
ningbo,inceptiontime,LIMB6,LVH,device,morphology,5,710,0.5087,0.8882,0.8538,0.3795,0.4273,0.3444,0.4142,0.0059,0.0031,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
ningbo,inceptiontime,LIMB6,RBBB,device,morphology,5,193,0.9545,0.9742,0.9963,0.0197,0.0202,0.0078,0.0341,0.0111,0.0031,False,ok,conduction,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,CH3,AF,device,rhythm,5,0,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,CH3,AFL,device,rhythm,5,1140,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,CH3,TWC,device,morphology,5,774,0.6093,0.6996,0.9094,0.0903,0.1291,0.0701,0.1117,0.0031,0.0031,False,ok,repolarization,False,loss,loss,indeterminate,loss,loss,loss
ningbo,inceptiontime,CH3,LAD,device,morphology,5,175,0.6519,0.6208,0.9854,-0.0311,-0.0500,-0.0644,0.0010,0.0234,1.0000,False,ok,axis,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,CH3,SB,device,rhythm,5,1899,0.9964,0.9943,0.9985,-0.0021,-0.0021,-0.0046,-0.0003,0.0013,1.0000,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,CH3,SVT,device,rhythm,5,19,0.3553,0.2705,0.9699,-0.0848,-0.3135,-0.2046,0.0689,0.0432,1.0000,False,ok,rhythm,True,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
ningbo,inceptiontime,CH3,SR,device,rhythm,5,942,0.9375,0.9377,0.9852,0.0002,0.0002,-0.0051,0.0054,0.0068,0.7848,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,CH3,ST,device,rhythm,5,852,0.9935,0.9926,0.9986,-0.0009,-0.0009,-0.0024,0.0006,0.0018,1.0000,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,CH3,STTC,device,morphology,5,633,0.6720,0.7109,0.9312,0.0389,0.0547,0.0185,0.0584,0.0116,0.0031,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
ningbo,inceptiontime,CH3,LVH,device,morphology,5,710,0.5714,0.8882,0.8775,0.3168,0.3567,0.2842,0.3533,0.0055,0.0031,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
ningbo,inceptiontime,CH3,RBBB,device,morphology,5,193,0.9708,0.9742,0.9979,0.0034,0.0035,-0.0056,0.0132,0.0055,0.4951,False,ok,conduction,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,CH4,AF,device,rhythm,5,0,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,CH4,AFL,device,rhythm,5,1140,,,,,,,,,,False,ok,rhythm,False,na,na,na,na,na,na
ningbo,inceptiontime,CH4,TWC,device,morphology,5,774,0.6157,0.6996,0.9078,0.0839,0.1199,0.0652,0.1043,0.0149,0.0031,False,ok,repolarization,False,loss,loss,indeterminate,loss,indeterminate,loss
ningbo,inceptiontime,CH4,LAD,device,morphology,5,175,0.6344,0.6208,0.9846,-0.0136,-0.0219,-0.0462,0.0184,0.0261,1.0000,False,ok,axis,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,CH4,SB,device,rhythm,5,1899,0.9954,0.9943,0.9984,-0.0011,-0.0011,-0.0021,-0.0003,0.0021,1.0000,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,CH4,SVT,device,rhythm,5,19,0.2635,0.2705,0.9710,0.0070,0.0258,-0.0834,0.1264,0.0680,0.6684,False,ok,rhythm,True,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ningbo,inceptiontime,CH4,SR,device,rhythm,5,942,0.9358,0.9377,0.9844,0.0019,0.0020,-0.0032,0.0072,0.0126,0.5447,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,CH4,ST,device,rhythm,5,852,0.9927,0.9926,0.9983,-0.0001,-0.0001,-0.0021,0.0019,0.0017,0.8899,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ningbo,inceptiontime,CH4,STTC,device,morphology,5,633,0.6703,0.7109,0.9315,0.0406,0.0571,0.0224,0.0585,0.0043,0.0031,False,ok,repolarization,False,loss,indeterminate,sufficient,indeterminate,sufficient,indeterminate
ningbo,inceptiontime,CH4,LVH,device,morphology,5,710,0.5600,0.8882,0.8743,0.3282,0.3695,0.2944,0.3642,0.0114,0.0031,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
ningbo,inceptiontime,CH4,RBBB,device,morphology,5,193,0.9698,0.9742,0.9977,0.0044,0.0045,-0.0053,0.0145,0.0081,0.4302,False,ok,conduction,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,I,AF,single,rhythm,5,152,0.8841,0.9256,0.9775,0.0416,0.0449,0.0129,0.0789,0.0317,0.0082,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
ptbxl_snomed,seresnet,I,AFL,single,rhythm,5,7,0.2246,0.6375,0.8588,0.4129,0.6477,-0.0115,0.7329,0.0548,0.0649,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,I,TWC,single,morphology,5,232,0.4051,0.5834,0.8312,0.1783,0.3056,0.1151,0.2401,0.0143,0.0031,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,I,LAD,single,morphology,5,528,0.4356,0.8157,0.7268,0.3801,0.4660,0.3384,0.4133,0.0095,0.0031,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,I,SB,single,rhythm,5,64,0.4729,0.5170,0.9560,0.0442,0.0855,-0.0296,0.1181,0.0578,0.2489,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,I,SVT,single,rhythm,5,3,0.2524,0.1894,0.9953,-0.0630,-0.3326,-0.3980,0.1381,0.1533,0.7268,False,ok,rhythm,True,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,I,SR,single,rhythm,5,1826,0.9785,0.9836,0.9189,0.0050,0.0051,0.0018,0.0083,0.0011,0.0082,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,I,ST,single,rhythm,5,82,0.8878,0.8908,0.9944,0.0030,0.0034,-0.0318,0.0397,0.0079,0.5288,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,I,STTC,single,morphology,5,109,0.2053,0.2558,0.8406,0.0505,0.1973,-0.0060,0.0995,0.0229,0.0799,False,ok,repolarization,True,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,I,LVH,single,morphology,5,234,0.4944,0.7597,0.8415,0.2653,0.3492,0.2087,0.3185,0.0091,0.0031,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,I,RBBB,single,morphology,5,54,0.8250,0.8961,0.9954,0.0711,0.0793,-0.0166,0.1709,0.0360,0.1224,False,ok,conduction,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,II,AF,single,rhythm,5,152,0.9236,0.9256,0.9847,0.0020,0.0022,-0.0229,0.0230,0.0112,0.5315,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,II,AFL,single,rhythm,5,7,0.7396,0.6375,0.9189,-0.1021,-0.1602,-0.3208,0.0005,0.0273,0.9001,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,II,TWC,single,morphology,5,232,0.3844,0.5834,0.8384,0.1990,0.3412,0.1375,0.2540,0.0153,0.0031,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,II,LAD,single,morphology,5,528,0.7063,0.8157,0.8856,0.1094,0.1341,0.0830,0.1377,0.0125,0.0031,False,ok,axis,False,loss,loss,indeterminate,loss,loss,loss
ptbxl_snomed,seresnet,II,SB,single,rhythm,5,64,0.5596,0.5170,0.9532,-0.0425,-0.0823,-0.0990,0.0314,0.0600,0.8602,False,ok,rhythm,False,indeterminate,sufficient,sufficient,indeterminate,sufficient,sufficient
ptbxl_snomed,seresnet,II,SVT,single,rhythm,5,3,0.1149,0.1894,0.9927,0.0745,0.3932,0.0000,0.3944,0.0406,0.0837,False,ok,rhythm,True,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,II,SR,single,rhythm,5,1826,0.9777,0.9836,0.9218,0.0059,0.0060,0.0013,0.0112,0.0012,0.0031,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,II,ST,single,rhythm,5,82,0.9006,0.8908,0.9952,-0.0098,-0.0110,-0.0488,0.0255,0.0057,0.6961,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,II,STTC,single,morphology,5,109,0.1997,0.2558,0.8308,0.0561,0.2193,-0.0001,0.1096,0.0123,0.0574,False,ok,repolarization,True,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,II,LVH,single,morphology,5,234,0.4123,0.7597,0.8101,0.3473,0.4572,0.2847,0.4009,0.0229,0.0031,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,II,RBBB,single,morphology,5,54,0.5496,0.8961,0.9742,0.3465,0.3866,0.2093,0.4729,0.0462,0.0031,True,B_confusion,conduction,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,III,AF,single,rhythm,5,152,0.8943,0.9256,0.9745,0.0313,0.0339,0.0061,0.0588,0.0308,0.0244,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
ptbxl_snomed,seresnet,III,AFL,single,rhythm,5,7,0.5588,0.6375,0.9527,0.0787,0.1234,-0.2547,0.4066,0.0202,0.5431,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,III,TWC,single,morphology,5,232,0.1688,0.5834,0.6665,0.4146,0.7106,0.3510,0.4775,0.0118,0.0031,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,III,LAD,single,morphology,5,528,0.6477,0.8157,0.8827,0.1680,0.2059,0.1331,0.1991,0.0272,0.0031,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,III,SB,single,rhythm,5,64,0.5368,0.5170,0.9447,-0.0198,-0.0382,-0.0905,0.0671,0.0468,0.6637,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,III,SVT,single,rhythm,5,3,0.1393,0.1894,0.9911,0.0501,0.2646,-0.1773,0.2720,0.0412,0.2841,False,ok,rhythm,True,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,III,SR,single,rhythm,5,1826,0.9747,0.9836,0.9099,0.0089,0.0090,0.0045,0.0135,0.0013,0.0031,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,III,ST,single,rhythm,5,82,0.8925,0.8908,0.9956,-0.0017,-0.0019,-0.0433,0.0475,0.0117,0.6226,False,ok,rhythm,False,indeterminate,sufficient,sufficient,indeterminate,sufficient,sufficient
ptbxl_snomed,seresnet,III,STTC,single,morphology,5,109,0.1277,0.2558,0.7330,0.1281,0.5009,0.0719,0.1901,0.0209,0.0031,False,ok,repolarization,True,loss,loss,indeterminate,loss,loss,loss
ptbxl_snomed,seresnet,III,LVH,single,morphology,5,234,0.4033,0.7597,0.7882,0.3564,0.4691,0.2955,0.4161,0.0084,0.0031,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,III,RBBB,single,morphology,5,54,0.7451,0.8961,0.9788,0.1510,0.1685,0.0422,0.2598,0.0378,0.0082,True,B_confusion,conduction,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVR,AF,single,rhythm,5,152,0.9282,0.9256,0.9888,-0.0026,-0.0028,-0.0301,0.0196,0.0296,0.6162,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,aVR,AFL,single,rhythm,5,7,0.6474,0.6375,0.9065,-0.0100,-0.0156,-0.2147,0.2503,0.0540,0.6483,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVR,TWC,single,morphology,5,232,0.4332,0.5834,0.8596,0.1502,0.2575,0.0915,0.2102,0.0106,0.0031,True,B_confusion,repolarization,False,loss,loss,indeterminate,loss,loss,loss
ptbxl_snomed,seresnet,aVR,LAD,single,morphology,5,528,0.5319,0.8157,0.7798,0.2838,0.3479,0.2412,0.3236,0.0251,0.0031,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,aVR,SB,single,rhythm,5,64,0.5382,0.5170,0.9522,-0.0212,-0.0410,-0.0903,0.0508,0.0501,0.7268,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
ptbxl_snomed,seresnet,aVR,SVT,single,rhythm,5,3,0.2122,0.1894,0.9967,-0.0228,-0.1203,-0.2750,0.3000,0.1335,0.6961,False,ok,rhythm,True,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVR,SR,single,rhythm,5,1826,0.9808,0.9836,0.9289,0.0027,0.0028,-0.0001,0.0065,0.0007,0.0649,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,aVR,ST,single,rhythm,5,82,0.9065,0.8908,0.9953,-0.0158,-0.0177,-0.0422,0.0076,0.0183,0.8858,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,aVR,STTC,single,morphology,5,109,0.2095,0.2558,0.8436,0.0462,0.1808,-0.0081,0.1008,0.0134,0.0853,False,ok,repolarization,True,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVR,LVH,single,morphology,5,234,0.5076,0.7597,0.8495,0.2521,0.3318,0.1941,0.3048,0.0202,0.0031,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,aVR,RBBB,single,morphology,5,54,0.8103,0.8961,0.9952,0.0858,0.0958,-0.0019,0.1897,0.0587,0.0649,False,ok,conduction,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVL,AF,single,rhythm,5,152,0.8788,0.9256,0.9742,0.0468,0.0506,0.0078,0.0878,0.0174,0.0224,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
ptbxl_snomed,seresnet,aVL,AFL,single,rhythm,5,7,0.5334,0.6375,0.9223,0.1040,0.1632,-0.1936,0.4423,0.0750,0.4147,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVL,TWC,single,morphology,5,232,0.2930,0.5834,0.7881,0.2904,0.4978,0.2239,0.3513,0.0238,0.0031,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,aVL,LAD,single,morphology,5,528,0.5910,0.8157,0.8392,0.2247,0.2755,0.1838,0.2623,0.0118,0.0031,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,aVL,SB,single,rhythm,5,64,0.5288,0.5170,0.9437,-0.0117,-0.0227,-0.0914,0.0737,0.0614,0.6495,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVL,SVT,single,rhythm,5,3,0.2028,0.1894,0.9929,-0.0134,-0.0707,-0.2500,0.0749,0.0641,0.6257,False,ok,rhythm,True,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVL,SR,single,rhythm,5,1826,0.9772,0.9836,0.9186,0.0063,0.0065,0.0019,0.0115,0.0020,0.0129,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,aVL,ST,single,rhythm,5,82,0.8805,0.8908,0.9950,0.0103,0.0115,-0.0249,0.0467,0.0195,0.3911,False,ok,rhythm,False,indeterminate,sufficient,sufficient,indeterminate,sufficient,sufficient
ptbxl_snomed,seresnet,aVL,STTC,single,morphology,5,109,0.1645,0.2558,0.8332,0.0913,0.3569,0.0418,0.1430,0.0318,0.0031,False,ok,repolarization,True,loss,indeterminate,indeterminate,loss,loss,indeterminate
ptbxl_snomed,seresnet,aVL,LVH,single,morphology,5,234,0.4409,0.7597,0.8131,0.3188,0.4197,0.2587,0.3804,0.0131,0.0031,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,aVL,RBBB,single,morphology,5,54,0.7970,0.8961,0.9923,0.0991,0.1106,0.0035,0.1963,0.0162,0.0462,False,ok,conduction,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVF,AF,single,rhythm,5,152,0.9098,0.9256,0.9804,0.0158,0.0171,-0.0052,0.0402,0.0186,0.1391,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,aVF,AFL,single,rhythm,5,7,0.6403,0.6375,0.9366,-0.0028,-0.0044,-0.2337,0.2165,0.0666,0.6691,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVF,TWC,single,morphology,5,232,0.2903,0.5834,0.7773,0.2931,0.5024,0.2271,0.3491,0.0166,0.0031,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
ptbxl_snomed,seresnet,aVF,LAD,single,morphology,5,528,0.7241,0.8157,0.9135,0.0916,0.1123,0.0637,0.1202,0.0138,0.0031,False,ok,axis,False,loss,loss,indeterminate,loss,indeterminate,loss
ptbxl_snomed,seresnet,aVF,SB,single,rhythm,5,64,0.5451,0.5170,0.9509,-0.0280,-0.0542,-0.1099,0.0704,0.0635,0.7015,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVF,SVT,single,rhythm,5,3,0.1104,0.1894,0.9748,0.0790,0.4170,-0.1055,0.3117,0.0611,0.1629,False,ok,rhythm,True,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
ptbxl_snomed,seresnet,aVF,SR,single,rhythm,5,1826,0.9779,0.9836,0.9186,0.0056,0.0057,0.0020,0.0096,0.0023,0.0031,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
ptbxl_snomed,seresnet,aVF,ST,single,rhythm,5,82,0.8882,0.8908,0.9954,0.0026,0.0029,-0.0452,0.0605,0.0212,0.5810,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
ptbxl_snomed,seresnet,aVF,STTC,single,morphology,5,109,0.1957,0.2558,0.8058,0.0601,0.2349,0.0018,0.1212,0.0193,0.0497,False,ok,repolarization,True,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
