cohort,arch,spec,cls,kind,group,n_seeds,n_pos_test,auprc,auprc_ceiling,auroc,gap,rel_gap,gap_ci_lo,gap_ci_hi,gap_seed_sd,q,blind,type,dx_group,low_ceiling,suff_abs0.02,suff_abs0.05,suff_abs0.1,suff_rel0.05,suff_rel0.1,sufficiency
chapman,seresnet,I,AF,single,rhythm,5,267,0.9277,0.9582,0.9886,0.0305,0.0318,-0.0095,0.0703,0.0139,0.1189,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,I,AFL,single,rhythm,5,67,0.5141,0.8139,0.9461,0.2998,0.3684,0.1794,0.4140,0.0321,0.0024,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,I,TWC,single,morphology,5,281,0.5252,0.7532,0.8337,0.2280,0.3027,0.1759,0.2770,0.0149,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,I,LAD,single,morphology,5,57,0.0975,0.6051,0.6670,0.5076,0.8389,0.3584,0.6316,0.0367,0.0024,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,I,SB,single,rhythm,5,583,0.9997,0.9997,0.9998,0.0000,0.0000,-0.0002,0.0003,0.0006,0.5173,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,I,SVT,single,rhythm,5,87,0.9260,0.9522,0.9962,0.0262,0.0275,0.0006,0.0597,0.0374,0.0467,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,I,SR,single,rhythm,5,274,0.9954,0.9964,0.9990,0.0010,0.0010,-0.0035,0.0045,0.0040,0.3776,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,I,ST,single,rhythm,5,235,0.9902,0.9908,0.9976,0.0006,0.0006,-0.0051,0.0056,0.0034,0.4903,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,I,STTC,single,morphology,5,174,0.4936,0.6093,0.8826,0.1157,0.1898,0.0572,0.1745,0.0239,0.0024,False,ok,repolarization,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,seresnet,I,LVH,single,morphology,5,196,0.2487,0.8036,0.7301,0.5549,0.6905,0.4857,0.6071,0.0252,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,I,RBBB,single,morphology,5,68,0.8761,0.9695,0.9747,0.0934,0.0964,0.0413,0.1583,0.0175,0.0024,False,ok,conduction,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,II,AF,single,rhythm,5,267,0.9608,0.9582,0.9940,-0.0025,-0.0026,-0.0274,0.0251,0.0173,0.6138,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,II,AFL,single,rhythm,5,67,0.7336,0.8139,0.9710,0.0803,0.0987,0.0005,0.1688,0.0196,0.0492,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,II,TWC,single,morphology,5,281,0.6369,0.7532,0.8711,0.1164,0.1545,0.0687,0.1629,0.0149,0.0024,False,ok,repolarization,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,seresnet,II,LAD,single,morphology,5,57,0.5943,0.6051,0.9721,0.0108,0.0178,-0.0848,0.1153,0.0356,0.4903,False,ok,axis,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,II,SB,single,rhythm,5,583,0.9999,0.9997,0.9999,-0.0001,-0.0001,-0.0004,0.0001,0.0005,0.9241,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,II,SVT,single,rhythm,5,87,0.9346,0.9522,0.9972,0.0176,0.0185,-0.0097,0.0532,0.0360,0.2044,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,II,SR,single,rhythm,5,274,0.9975,0.9964,0.9994,-0.0012,-0.0012,-0.0053,0.0020,0.0040,0.7750,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,II,ST,single,rhythm,5,235,0.9908,0.9908,0.9973,0.0000,0.0000,-0.0050,0.0051,0.0040,0.5994,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,II,STTC,single,morphology,5,174,0.5102,0.6093,0.9051,0.0991,0.1627,0.0455,0.1489,0.0304,0.0024,False,ok,repolarization,False,loss,indeterminate,indeterminate,loss,indeterminate,indeterminate
chapman,seresnet,II,LVH,single,morphology,5,196,0.3600,0.8036,0.7609,0.4436,0.5520,0.3750,0.5075,0.0243,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,II,RBBB,single,morphology,5,68,0.8212,0.9695,0.9656,0.1483,0.1529,0.0800,0.2254,0.0209,0.0024,False,ok,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,seresnet,III,AF,single,rhythm,5,267,0.9682,0.9582,0.9934,-0.0100,-0.0104,-0.0377,0.0140,0.0144,0.7313,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,III,AFL,single,rhythm,5,67,0.7884,0.8139,0.9800,0.0255,0.0314,-0.0623,0.1102,0.0199,0.3776,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,III,TWC,single,morphology,5,281,0.4471,0.7532,0.7741,0.3061,0.4064,0.2333,0.3688,0.0139,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,III,LAD,single,morphology,5,57,0.3187,0.6051,0.9196,0.2864,0.4732,0.1424,0.4027,0.0661,0.0045,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,III,SB,single,rhythm,5,583,0.9996,0.9997,0.9998,0.0002,0.0002,-0.0001,0.0005,0.0005,0.2606,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,III,SVT,single,rhythm,5,87,0.9594,0.9522,0.9981,-0.0072,-0.0076,-0.0321,0.0152,0.0400,0.8084,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,III,SR,single,rhythm,5,274,0.9963,0.9964,0.9991,0.0001,0.0001,-0.0030,0.0032,0.0033,0.5797,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,III,ST,single,rhythm,5,235,0.9944,0.9908,0.9986,-0.0036,-0.0036,-0.0090,0.0005,0.0023,0.9543,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,III,STTC,single,morphology,5,174,0.3275,0.6093,0.8081,0.2818,0.4625,0.2033,0.3528,0.0279,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,III,LVH,single,morphology,5,196,0.2487,0.8036,0.7130,0.5549,0.6905,0.4873,0.6069,0.0299,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,III,RBBB,single,morphology,5,68,0.7580,0.9695,0.9667,0.2115,0.2181,0.1381,0.2967,0.0166,0.0024,True,B_confusion,conduction,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,aVR,AF,single,rhythm,5,267,0.9450,0.9582,0.9911,0.0133,0.0139,-0.0233,0.0502,0.0170,0.3304,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,aVR,AFL,single,rhythm,5,67,0.6596,0.8139,0.9674,0.1543,0.1896,0.0684,0.2464,0.0255,0.0024,True,B_confusion,rhythm,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,seresnet,aVR,TWC,single,morphology,5,281,0.6296,0.7532,0.8770,0.1236,0.1641,0.0836,0.1634,0.0116,0.0024,False,ok,repolarization,False,loss,loss,indeterminate,loss,loss,loss
chapman,seresnet,aVR,LAD,single,morphology,5,57,0.3472,0.6051,0.9067,0.2579,0.4262,0.1000,0.3968,0.0419,0.0045,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,aVR,SB,single,rhythm,5,583,0.9997,0.9997,0.9998,0.0000,0.0000,-0.0002,0.0003,0.0005,0.4769,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVR,SVT,single,rhythm,5,87,0.9446,0.9522,0.9974,0.0076,0.0080,-0.0148,0.0354,0.0463,0.3777,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVR,SR,single,rhythm,5,274,0.9979,0.9964,0.9995,-0.0015,-0.0016,-0.0051,0.0008,0.0033,0.8808,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVR,ST,single,rhythm,5,235,0.9919,0.9908,0.9967,-0.0011,-0.0011,-0.0063,0.0030,0.0038,0.7214,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVR,STTC,single,morphology,5,174,0.5670,0.6093,0.9178,0.0423,0.0694,-0.0100,0.0880,0.0209,0.1189,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman,seresnet,aVR,LVH,single,morphology,5,196,0.3421,0.8036,0.7666,0.4616,0.5743,0.3950,0.5244,0.0234,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,aVR,RBBB,single,morphology,5,68,0.8467,0.9695,0.9762,0.1228,0.1267,0.0619,0.1913,0.0172,0.0024,False,ok,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,seresnet,aVL,AF,single,rhythm,5,267,0.9633,0.9582,0.9930,-0.0050,-0.0052,-0.0289,0.0186,0.0197,0.6446,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVL,AFL,single,rhythm,5,67,0.7156,0.8139,0.9718,0.0984,0.1208,0.0002,0.1978,0.0253,0.0504,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,aVL,TWC,single,morphology,5,281,0.3835,0.7532,0.7402,0.3697,0.4909,0.3062,0.4281,0.0112,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,aVL,LAD,single,morphology,5,57,0.1680,0.6051,0.8332,0.4370,0.7223,0.2944,0.5504,0.0495,0.0024,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,aVL,SB,single,rhythm,5,583,0.9995,0.9997,0.9997,0.0002,0.0002,-0.0001,0.0007,0.0007,0.1730,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVL,SVT,single,rhythm,5,87,0.9562,0.9522,0.9980,-0.0040,-0.0042,-0.0363,0.0272,0.0407,0.6917,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVL,SR,single,rhythm,5,274,0.9944,0.9964,0.9986,0.0020,0.0020,-0.0026,0.0065,0.0037,0.2760,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVL,ST,single,rhythm,5,235,0.9908,0.9908,0.9978,-0.0000,-0.0000,-0.0068,0.0065,0.0045,0.5849,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVL,STTC,single,morphology,5,174,0.3740,0.6093,0.8215,0.2353,0.3861,0.1582,0.3129,0.0291,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,aVL,LVH,single,morphology,5,196,0.2302,0.8036,0.6941,0.5735,0.7136,0.5030,0.6273,0.0286,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,aVL,RBBB,single,morphology,5,68,0.8215,0.9695,0.9697,0.1480,0.1527,0.0854,0.2230,0.0192,0.0024,False,ok,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,seresnet,aVF,AF,single,rhythm,5,267,0.9691,0.9582,0.9948,-0.0108,-0.0113,-0.0322,0.0118,0.0179,0.8146,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVF,AFL,single,rhythm,5,67,0.7761,0.8139,0.9786,0.0378,0.0464,-0.0539,0.1297,0.0166,0.3087,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,aVF,TWC,single,morphology,5,281,0.5234,0.7532,0.8228,0.2299,0.3052,0.1641,0.2884,0.0126,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,aVF,LAD,single,morphology,5,57,0.4176,0.6051,0.9642,0.1875,0.3099,0.0590,0.2906,0.0448,0.0024,True,B_confusion,axis,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,seresnet,aVF,SB,single,rhythm,5,583,0.9999,0.9997,0.9999,-0.0001,-0.0001,-0.0004,0.0001,0.0005,0.8743,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVF,SVT,single,rhythm,5,87,0.9423,0.9522,0.9973,0.0098,0.0103,-0.0160,0.0436,0.0350,0.3776,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVF,SR,single,rhythm,5,274,0.9967,0.9964,0.9992,-0.0003,-0.0003,-0.0047,0.0034,0.0038,0.6111,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVF,ST,single,rhythm,5,235,0.9925,0.9908,0.9984,-0.0017,-0.0017,-0.0057,0.0018,0.0034,0.8608,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,aVF,STTC,single,morphology,5,174,0.4578,0.6093,0.8710,0.1515,0.2487,0.0803,0.2169,0.0255,0.0024,True,B_confusion,repolarization,False,loss,loss,indeterminate,loss,loss,loss
chapman,seresnet,aVF,LVH,single,morphology,5,196,0.2998,0.8036,0.7437,0.5038,0.6269,0.4362,0.5614,0.0257,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,aVF,RBBB,single,morphology,5,68,0.8173,0.9695,0.9793,0.1522,0.1570,0.0840,0.2347,0.0246,0.0024,True,B_confusion,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,seresnet,V1,AF,single,rhythm,5,267,0.9821,0.9582,0.9959,-0.0239,-0.0249,-0.0561,0.0021,0.0175,0.9543,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V1,AFL,single,rhythm,5,67,0.8121,0.8139,0.9889,0.0018,0.0022,-0.0968,0.0943,0.0231,0.6111,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman,seresnet,V1,TWC,single,morphology,5,281,0.3692,0.7532,0.7279,0.3840,0.5098,0.3237,0.4443,0.0058,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V1,LAD,single,morphology,5,57,0.1434,0.6051,0.6761,0.4617,0.7630,0.3182,0.5798,0.0444,0.0024,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V1,SB,single,rhythm,5,583,0.9998,0.9997,0.9999,-0.0001,-0.0001,-0.0003,0.0002,0.0006,0.7313,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V1,SVT,single,rhythm,5,87,0.9528,0.9522,0.9973,-0.0007,-0.0007,-0.0283,0.0245,0.0460,0.5976,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V1,SR,single,rhythm,5,274,0.9982,0.9964,0.9996,-0.0018,-0.0018,-0.0059,0.0012,0.0041,0.8743,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V1,ST,single,rhythm,5,235,0.9903,0.9908,0.9982,0.0005,0.0005,-0.0074,0.0098,0.0038,0.5849,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V1,STTC,single,morphology,5,174,0.3174,0.6093,0.7986,0.2919,0.4790,0.2221,0.3556,0.0289,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V1,LVH,single,morphology,5,196,0.2929,0.8036,0.7555,0.5107,0.6355,0.4396,0.5659,0.0244,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V1,RBBB,single,morphology,5,68,0.9500,0.9695,0.9982,0.0195,0.0201,-0.0154,0.0697,0.0237,0.2986,False,ok,conduction,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,V2,AF,single,rhythm,5,267,0.9647,0.9582,0.9931,-0.0064,-0.0067,-0.0413,0.0257,0.0104,0.6492,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V2,AFL,single,rhythm,5,67,0.6114,0.8139,0.9609,0.2025,0.2487,0.0820,0.3230,0.0463,0.0045,True,B_confusion,rhythm,False,loss,loss,indeterminate,loss,loss,loss
chapman,seresnet,V2,TWC,single,morphology,5,281,0.4179,0.7532,0.7656,0.3353,0.4452,0.2681,0.3948,0.0214,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V2,LAD,single,morphology,5,57,0.0879,0.6051,0.6749,0.5172,0.8547,0.3841,0.6380,0.0319,0.0024,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V2,SB,single,rhythm,5,583,0.9997,0.9997,0.9998,0.0000,0.0000,-0.0002,0.0003,0.0004,0.5325,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V2,SVT,single,rhythm,5,87,0.9191,0.9522,0.9969,0.0330,0.0347,-0.0087,0.0904,0.0272,0.1527,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,V2,SR,single,rhythm,5,274,0.9933,0.9964,0.9980,0.0030,0.0030,-0.0017,0.0082,0.0034,0.2051,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V2,ST,single,rhythm,5,235,0.9799,0.9908,0.9950,0.0109,0.0110,0.0015,0.0229,0.0038,0.0288,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V2,STTC,single,morphology,5,174,0.3740,0.6093,0.8054,0.2353,0.3862,0.1567,0.3096,0.0249,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V2,LVH,single,morphology,5,196,0.2987,0.8036,0.7553,0.5050,0.6283,0.4288,0.5607,0.0200,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V2,RBBB,single,morphology,5,68,0.9522,0.9695,0.9963,0.0173,0.0179,-0.0064,0.0447,0.0176,0.1527,False,ok,conduction,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V3,AF,single,rhythm,5,267,0.9563,0.9582,0.9919,0.0019,0.0020,-0.0196,0.0241,0.0090,0.4669,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V3,AFL,single,rhythm,5,67,0.5136,0.8139,0.9448,0.3003,0.3689,0.1778,0.4146,0.0312,0.0024,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V3,TWC,single,morphology,5,281,0.5377,0.7532,0.8251,0.2155,0.2861,0.1594,0.2628,0.0166,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V3,LAD,single,morphology,5,57,0.0651,0.6051,0.6825,0.5400,0.8924,0.4134,0.6553,0.0268,0.0024,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V3,SB,single,rhythm,5,583,0.9997,0.9997,0.9998,0.0001,0.0001,-0.0002,0.0005,0.0008,0.4903,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V3,SVT,single,rhythm,5,87,0.9115,0.9522,0.9971,0.0406,0.0427,-0.0175,0.1039,0.0319,0.2320,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,V3,SR,single,rhythm,5,274,0.9947,0.9964,0.9987,0.0017,0.0017,-0.0015,0.0062,0.0027,0.2606,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V3,ST,single,rhythm,5,235,0.9801,0.9908,0.9951,0.0107,0.0108,0.0013,0.0217,0.0125,0.0242,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V3,STTC,single,morphology,5,174,0.4151,0.6093,0.8454,0.1942,0.3187,0.1198,0.2712,0.0253,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V3,LVH,single,morphology,5,196,0.3464,0.8036,0.8005,0.4572,0.5689,0.3884,0.5136,0.0223,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V3,RBBB,single,morphology,5,68,0.9021,0.9695,0.9915,0.0674,0.0696,0.0277,0.1186,0.0175,0.0024,False,ok,conduction,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,V4,AF,single,rhythm,5,267,0.9325,0.9582,0.9891,0.0257,0.0269,-0.0113,0.0669,0.0239,0.1497,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,V4,AFL,single,rhythm,5,67,0.3920,0.8139,0.9380,0.4219,0.5184,0.2885,0.5332,0.0420,0.0024,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V4,TWC,single,morphology,5,281,0.6268,0.7532,0.8727,0.1265,0.1679,0.0777,0.1735,0.0163,0.0024,False,ok,repolarization,False,loss,loss,indeterminate,loss,loss,loss
chapman,seresnet,V4,LAD,single,morphology,5,57,0.0800,0.6051,0.7232,0.5250,0.8677,0.3958,0.6375,0.0356,0.0024,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V4,SB,single,rhythm,5,583,0.9997,0.9997,0.9998,0.0001,0.0001,-0.0002,0.0003,0.0005,0.4669,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V4,SVT,single,rhythm,5,87,0.9289,0.9522,0.9961,0.0232,0.0244,-0.0124,0.0687,0.0390,0.1893,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,V4,SR,single,rhythm,5,274,0.9968,0.9964,0.9992,-0.0004,-0.0004,-0.0043,0.0025,0.0052,0.6446,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V4,ST,single,rhythm,5,235,0.9872,0.9908,0.9974,0.0036,0.0036,-0.0032,0.0110,0.0044,0.2320,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V4,STTC,single,morphology,5,174,0.5064,0.6093,0.8831,0.1029,0.1689,0.0407,0.1696,0.0344,0.0045,False,ok,repolarization,False,loss,indeterminate,indeterminate,loss,indeterminate,indeterminate
chapman,seresnet,V4,LVH,single,morphology,5,196,0.5068,0.8036,0.8855,0.2969,0.3694,0.2364,0.3528,0.0299,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V4,RBBB,single,morphology,5,68,0.8595,0.9695,0.9805,0.1100,0.1135,0.0519,0.1742,0.0175,0.0024,False,ok,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,seresnet,V5,AF,single,rhythm,5,267,0.9239,0.9582,0.9885,0.0344,0.0359,-0.0110,0.0809,0.0180,0.1282,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,V5,AFL,single,rhythm,5,67,0.3818,0.8139,0.9371,0.4321,0.5309,0.3126,0.5402,0.0473,0.0024,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V5,TWC,single,morphology,5,281,0.7434,0.7532,0.9192,0.0098,0.0130,-0.0243,0.0434,0.0166,0.3776,False,ok,repolarization,False,indeterminate,sufficient,sufficient,indeterminate,sufficient,sufficient
chapman,seresnet,V5,LAD,single,morphology,5,57,0.1066,0.6051,0.7873,0.4985,0.8239,0.3738,0.6101,0.0399,0.0024,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V5,SB,single,rhythm,5,583,0.9997,0.9997,0.9998,0.0001,0.0001,-0.0001,0.0004,0.0005,0.3776,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V5,SVT,single,rhythm,5,87,0.9081,0.9522,0.9956,0.0440,0.0462,0.0095,0.0870,0.0382,0.0089,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,V5,SR,single,rhythm,5,274,0.9954,0.9964,0.9982,0.0009,0.0009,-0.0045,0.0072,0.0020,0.4903,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V5,ST,single,rhythm,5,235,0.9879,0.9908,0.9971,0.0029,0.0029,-0.0019,0.0084,0.0028,0.1903,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V5,STTC,single,morphology,5,174,0.5622,0.6093,0.9106,0.0471,0.0772,0.0011,0.0975,0.0231,0.0480,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman,seresnet,V5,LVH,single,morphology,5,196,0.7704,0.8036,0.9455,0.0332,0.0413,0.0033,0.0623,0.0157,0.0288,False,ok,hypertrophy,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,V5,RBBB,single,morphology,5,68,0.8708,0.9695,0.9861,0.0987,0.1018,0.0499,0.1617,0.0191,0.0024,False,ok,conduction,False,loss,indeterminate,indeterminate,loss,indeterminate,indeterminate
chapman,seresnet,V6,AF,single,rhythm,5,267,0.9228,0.9582,0.9878,0.0355,0.0370,-0.0009,0.0770,0.0149,0.0573,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,V6,AFL,single,rhythm,5,67,0.4652,0.8139,0.9400,0.3487,0.4284,0.2434,0.4473,0.0321,0.0024,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
