cohort,arch,cls,n_pos,n,d_I_II,d_I_II_lo,d_I_II_hi,d_I_aVF,d_I_aVF_lo,d_I_aVF_hi,d_I+II_LIMB6,d_I+II_LIMB6_lo,d_I+II_LIMB6_hi,d_CH3_CH4,d_CH3_CH4_lo,d_CH3_CH4_hi,pbest_I,pbest_II,pbest_III,pbest_aVR,pbest_aVL,pbest_aVF,pbest_V1,pbest_V2,pbest_V3,pbest_V4,pbest_V5,pbest_V6,optimism_mean
ptbxl_snomed,seresnet,SB,64,2203,0.07880116430841726,0.0034646806709247376,0.1591261325151758,0.06314876085608688,-0.027518294432507116,0.15624390626865878,-0.006063444868919509,-0.041475050641140356,0.027588919616822378,0.05401023966887542,0.020926768522525847,0.0974724574467751,0.001,0.294,0.03,0.117,0.088,0.173,0.005,0.016,0.049,0.0,0.0,0.227,0.0686598832944537
ptbxl_snomed,seresnet,SVT,3,2203,-0.18184427927111882,-0.5431708365164247,-0.0014245014245014287,-0.16581729813816581,-0.5188972431077695,0.04999999999999999,-0.050254180059823794,-0.13333333333333333,-0.009019013795073156,-0.0018824654500394992,-0.07500000000000001,0.06420428785358263,0.2805907172995781,0.0,0.06223628691983123,0.06434599156118144,0.11392405063291139,0.024261603375527425,0.10864978902953587,0.004219409282700422,0.015822784810126583,0.0,0.2848101265822785,0.04113924050632911,0.4056965568503121
ptbxl_snomed,seresnet,SR,1826,2203,-0.0008609052858361211,-0.006432177457513383,0.004049450029921883,-0.0006326177362519139,-0.005688979239991438,0.003866825822461228,-0.00011600611366247892,-0.001441014321495651,0.0013158201076212432,0.0007746832761124836,-0.0010890390059730747,0.0030298206280837095,0.0,0.001,0.0,0.074,0.001,0.0,0.012,0.258,0.067,0.098,0.015,0.474,0.002759563566384543
ptbxl_snomed,seresnet,ST,82,2203,0.013001905191612737,-0.027679514818016292,0.05891227341727523,0.0011136130049412547,-0.06135231553673824,0.059953921044950176,-0.00047005956660451807,-0.031102539831482843,0.028151580214533824,0.0003192272715919251,-0.020177989156098485,0.024684921022215117,0.028,0.125,0.101,0.254,0.002,0.142,0.152,0.074,0.002,0.108,0.009,0.003,0.04627562764333137
ptbxl_snomed,seresnet,STTC,109,2203,-0.005552282714873255,-0.05594065662897847,0.04412794206679068,-0.012894122212006505,-0.06551589645502698,0.03928749468029711,0.006763139479721048,-0.01357880402941329,0.02815806191358442,-0.009349676773732461,-0.03318613933905937,0.010885950031347196,0.056,0.044,0.0,0.054,0.0,0.038,0.006,0.022,0.014,0.02,0.358,0.388,0.03877050502044322
ptbxl_snomed,seresnet,LVH,234,2203,-0.07943359472671399,-0.14382554614007034,-0.007978664243131208,-0.08581905995376925,-0.1612214348150663,-0.006246254644958364,-0.014196670129211234,-0.02662001631034193,-0.002734258350984633,0.0016431823840675698,-0.013012628917447215,0.01769851369969374,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.169,0.010340687723183322
ptbxl_snomed,seresnet,RBBB,54,2203,-0.26666477956930185,-0.38982287610670113,-0.15082212502971395,-0.09351065773072505,-0.20715197238621347,0.03425152533463208,0.00884329709293218,-0.03001214675642471,0.04325429886669714,0.006883869306257923,-0.00922142404505874,0.02608840484851644,0.021,0.0,0.0,0.012,0.0,0.0,0.689,0.273,0.005,0.0,0.0,0.0,0.03005015923828962
ptbxl_snomed,inceptiontime,AF,152,2203,0.11847211929132567,0.049330623955627276,0.18683005384047469,0.0647050315775667,-0.014670575785655279,0.14862337367958295,-0.002050893349369284,-0.02717974102017104,0.02290022118349353,-0.001592327265140429,-0.03342453774876545,0.02412167063322513,0.0,0.457,0.0,0.284,0.0,0.002,0.249,0.0,0.006,0.002,0.0,0.0,0.034312507034946614
ptbxl_snomed,inceptiontime,AFL,7,2203,0.40862020552398187,0.0019806684015475826,0.7781765842736054,0.4608449941409186,0.04754392586921142,0.8180339113272947,0.032079114630723105,-0.13642118224037866,0.20563345855485451,-0.0027914235792609347,-0.05714782349924521,0.03169693008713207,0.004008016032064128,0.07915831663326653,0.20541082164328658,0.1713426853707415,0.004008016032064128,0.3807615230460922,0.0,0.008016032064128256,0.01002004008016032,0.05410821643286573,0.050100200400801605,0.033066132264529056,0.20493212949345185
ptbxl_snomed,inceptiontime,TWC,232,2203,0.005396772016373593,-0.06353410201381587,0.07331218040286248,-0.10908741725034381,-0.18006897349571827,-0.04421814946956323,0.005840823145812745,-0.013650908114298727,0.024561773274725626,-0.007327829965721598,-0.02929989534944556,0.014741986788019528,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.176,0.302,0.494,0.031330149063214435
ptbxl_snomed,inceptiontime,LAD,528,2203,0.2543995617505962,0.21379325980427744,0.29603388181746887,0.2634634102353275,0.22575736250582934,0.302535446839201,-0.0075191719267116005,-0.018099882780610036,0.002752051357612847,-0.006917332204862268,-0.014735022421812974,0.000757291165903214,0.0,0.234,0.0,0.0,0.0,0.766,0.0,0.0,0.0,0.0,0.0,0.0,0.007730190303616655
ptbxl_snomed,inceptiontime,SB,64,2203,0.03998029199075852,-0.04748368106015288,0.12284273648256552,0.04346053107561536,-0.04915992734271217,0.14185908563077246,0.026065698495460178,-0.0040619246271310925,0.05848162760096378,0.03798011842746416,0.0020623690448423014,0.07716205872613448,0.031,0.215,0.015,0.011,0.001,0.345,0.003,0.065,0.227,0.0,0.002,0.085,0.06916841390933168
ptbxl_snomed,inceptiontime,SVT,3,2203,-0.04270791703404125,-0.2891071895561634,0.06352932015584135,-0.01171944614715109,-0.1346087872684124,0.07414772727272718,0.03627178147157752,-0.013024673658659997,0.163679952392049,-0.005828063401941547,-0.029060251371057194,0.01785714285714285,0.0379746835443038,0.0,0.017932489451476793,0.0,0.002109704641350211,0.026371308016877638,0.17932489451476794,0.09282700421940929,0.21729957805907174,0.3048523206751055,0.07172995780590717,0.049578059071729956,0.2755579877037428
ptbxl_snomed,inceptiontime,SR,1826,2203,0.004894104998985572,-0.0017320835494943649,0.012235150156070273,0.0008611715137203652,-0.006071468373967978,0.008916784684806105,-0.000519732530211449,-0.0018328695986663424,0.0007274725304504204,-0.0007103705256546974,-0.0019768767603896647,0.0005806161325021348,0.019,0.244,0.0,0.701,0.0,0.001,0.007,0.0,0.001,0.009,0.001,0.017,0.002102325013171129
ptbxl_snomed,inceptiontime,ST,82,2203,0.03016644056378207,-0.009971762786061026,0.07764645444731617,0.010636359881636036,-0.052883777275747876,0.07560930282111135,0.011193443527819978,-0.010780330964232185,0.035076426087652005,0.018355402773783593,-0.010777087027464882,0.05054187681502253,0.009,0.264,0.001,0.546,0.024,0.049,0.092,0.0,0.014,0.0,0.0,0.001,0.027725633112410122
ptbxl_snomed,inceptiontime,STTC,109,2203,0.022512630384390137,-0.023173617421667965,0.07195987557990023,-0.0037477731799295767,-0.05994703348308697,0.055558707808293493,0.007088018474324945,-0.011186860431833513,0.027107770692128195,-0.00510504721284621,-0.02683699937019747,0.0173626976473424,0.005,0.041,0.0,0.002,0.0,0.015,0.001,0.0,0.004,0.023,0.482,0.427,0.030355165598290768
ptbxl_snomed,inceptiontime,LVH,234,2203,-0.08125626860376534,-0.15227736579055054,-0.01157184263586075,-0.11580025911386661,-0.18529001322972835,-0.0331581450692271,-0.018123063863077923,-0.03143586104829381,-0.00606736111362693,-0.0014322994515831508,-0.016263134677096724,0.013407240662101094,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.752,0.247,0.010575028232702323
ptbxl_snomed,inceptiontime,RBBB,54,2203,-0.2713585241570289,-0.3950157389680173,-0.15146642752241782,-0.19571239390528114,-0.34411695483305316,-0.044439226974631006,0.002874848978953903,-0.022295293901932974,0.03014507453824387,-0.0021732387975368223,-0.033545089416939844,0.028975407468505552,0.003,0.0,0.0,0.0,0.0,0.0,0.92,0.049,0.026,0.0,0.0,0.002,0.0106414745443956
ptbxl_snomed,gbm,AF,152,2203,-0.011514630681281652,-0.04704298423284557,0.018112039301266022,-0.018648901698467363,-0.05151689203570196,0.011949732335008732,,,,,,,0.222,0.09,0.0,0.034,0.001,0.022,0.0,0.002,0.084,0.016,0.078,0.451,0.025924779150955705
ptbxl_snomed,gbm,AFL,7,2203,0.09221916251936343,-0.08927551804071025,0.33801321470237533,0.26177511184234,0.0003472785461638679,0.5600624573306023,,,,,,,0.0,0.01002004008016032,0.2535070140280561,0.01903807615230461,0.002004008016032064,0.19138276553106212,0.061122244488977955,0.02905811623246493,0.15030060120240482,0.187374749498998,0.09619238476953908,0.0,0.3034565181708634
ptbxl_snomed,gbm,TWC,232,2203,-0.012373589460651644,-0.06967700157943499,0.04469294721437758,-0.10826548640533915,-0.1655846449744502,-0.05834130514252072,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.707,0.284,0.01901882556089158
ptbxl_snomed,gbm,LAD,528,2203,0.27028335466101056,0.21933020012681476,0.31579264502436116,0.26845203308949706,0.23054332549559492,0.306047433911655,,,,,,,0.0,0.565,0.0,0.0,0.0,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.01433625123839551
ptbxl_snomed,gbm,SB,64,2203,-0.04963036471309658,-0.15013157278163272,0.05441604446148368,-0.07343095974417767,-0.17601573950654856,0.03052804658784937,,,,,,,0.031,0.001,0.0,0.053,0.002,0.001,0.0,0.003,0.532,0.016,0.351,0.01,0.05850835626344812
ptbxl_snomed,gbm,SVT,3,2203,0.12586331915004095,-0.00708267098720144,0.40754844069705104,0.07463051980476247,-0.1449456672203765,0.3044737772033646,,,,,,,0.0,0.0010548523206751054,0.10337552742616034,0.14978902953586498,0.0,0.007383966244725738,0.27848101265822783,0.30168776371308015,0.1149789029535865,0.0,0.02531645569620253,0.017932489451476793,0.5478595277538818
ptbxl_snomed,gbm,SR,1826,2203,0.0013997078696060426,-0.00316368998220162,0.006702858202818877,-0.00330741679273583,-0.008056885332873086,0.0017874491862535224,,,,,,,0.021,0.033,0.0,0.072,0.007,0.0,0.0,0.0,0.257,0.035,0.409,0.166,0.00222930938770954
ptbxl_snomed,gbm,ST,82,2203,0.005527926312374512,-0.03326270768574919,0.04926488932763911,-0.022501218499543483,-0.07566365926018456,0.027517523082961213,,,,,,,0.313,0.48,0.0,0.077,0.0,0.017,0.038,0.003,0.001,0.003,0.011,0.057,0.035059092435233925
ptbxl_snomed,gbm,STTC,109,2203,0.004790116124745286,-0.024523701161153474,0.03533622064881766,-0.0040666824015402475,-0.04066936836833536,0.038714369173448976,,,,,,,0.008,0.04,0.0,0.037,0.0,0.013,0.0,0.001,0.0,0.0,0.871,0.03,0.00926038920853966
ptbxl_snomed,gbm,LVH,234,2203,-0.12787634025418604,-0.20622614250376228,-0.05648849740704121,-0.20585648196271011,-0.277585460818779,-0.13205399580254648,,,,,,,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.943,0.054,0.012659484948515945
ptbxl_snomed,gbm,RBBB,54,2203,-0.563167892383864,-0.7033971849518081,-0.4266658669901087,-0.6445499087046285,-0.7859493693966003,-0.4994819663076535,,,,,,,0.02,0.0,0.0,0.0,0.0,0.0,0.782,0.198,0.0,0.0,0.0,0.0,0.038115697991879
