cohort,arch,spec,cls,kind,group,n_seeds,n_pos_test,auprc,auprc_ceiling,auroc,gap,rel_gap,gap_ci_lo,gap_ci_hi,gap_seed_sd,q,blind,type,dx_group,low_ceiling,suff_abs0.02,suff_abs0.05,suff_abs0.1,suff_rel0.05,suff_rel0.1,sufficiency
chapman_broad,seresnet,I,AF,single,rhythm,1,267,0.9053,0.9648,0.9863,0.0594,0.0616,0.0172,0.1023,,0.0044,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,I,AFL,single,rhythm,1,67,0.4864,0.8166,0.9434,0.3302,0.4043,0.2045,0.4400,,0.0023,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,I,TWC,single,morphology,1,295,0.5646,0.7769,0.8320,0.2123,0.2733,0.1597,0.2673,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,I,LAD,single,morphology,1,57,0.1383,0.6037,0.6689,0.4654,0.7708,0.3012,0.6060,,0.0023,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,I,SB,single,rhythm,1,583,0.9995,0.9996,0.9997,0.0001,0.0001,-0.0003,0.0006,,0.3579,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,I,SVT,single,rhythm,1,105,0.8832,0.9158,0.9874,0.0326,0.0356,-0.0040,0.0732,,0.0668,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,I,SR,single,rhythm,1,274,0.9916,0.9971,0.9986,0.0055,0.0055,-0.0009,0.0172,,0.1319,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,I,ST,single,rhythm,1,235,0.9892,0.9907,0.9977,0.0015,0.0015,-0.0071,0.0092,,0.3806,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,I,STTC,single,morphology,1,212,0.5024,0.6273,0.8235,0.1249,0.1991,0.0655,0.1861,,0.0023,False,ok,repolarization,False,loss,loss,indeterminate,loss,loss,loss
chapman_broad,seresnet,I,LVH,single,morphology,1,196,0.2450,0.7880,0.7161,0.5431,0.6892,0.4746,0.6030,,0.0023,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,I,RBBB,single,morphology,1,68,0.8812,0.9645,0.9796,0.0833,0.0864,0.0382,0.1372,,0.0023,False,ok,conduction,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,II,AF,single,rhythm,1,267,0.9564,0.9648,0.9939,0.0083,0.0086,-0.0120,0.0301,,0.2893,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,II,AFL,single,rhythm,1,67,0.7420,0.8166,0.9700,0.0746,0.0913,-0.0056,0.1617,,0.0676,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,II,TWC,single,morphology,1,295,0.6698,0.7769,0.8754,0.1072,0.1379,0.0590,0.1526,,0.0023,False,ok,repolarization,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman_broad,seresnet,II,LAD,single,morphology,1,57,0.5790,0.6037,0.9739,0.0247,0.0410,-0.0880,0.1496,,0.3807,False,ok,axis,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,II,SB,single,rhythm,1,583,0.9996,0.9996,0.9998,-0.0000,-0.0000,-0.0004,0.0003,,0.6266,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,II,SVT,single,rhythm,1,105,0.9128,0.9158,0.9895,0.0030,0.0033,-0.0357,0.0486,,0.5374,False,ok,rhythm,False,indeterminate,sufficient,sufficient,indeterminate,sufficient,sufficient
chapman_broad,seresnet,II,SR,single,rhythm,1,274,0.9956,0.9971,0.9990,0.0014,0.0014,-0.0008,0.0041,,0.1695,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,II,ST,single,rhythm,1,235,0.9891,0.9907,0.9973,0.0016,0.0016,-0.0032,0.0072,,0.3254,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,II,STTC,single,morphology,1,212,0.5585,0.6273,0.8634,0.0688,0.1096,0.0189,0.1147,,0.0084,False,ok,repolarization,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,II,LVH,single,morphology,1,196,0.3297,0.7880,0.7498,0.4584,0.5816,0.3802,0.5243,,0.0023,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,II,RBBB,single,morphology,1,68,0.7922,0.9645,0.9592,0.1722,0.1786,0.0948,0.2521,,0.0023,True,B_confusion,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman_broad,seresnet,III,AF,single,rhythm,1,267,0.9655,0.9648,0.9927,-0.0007,-0.0007,-0.0252,0.0201,,0.5374,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,III,AFL,single,rhythm,1,67,0.7736,0.8166,0.9755,0.0430,0.0526,-0.0527,0.1460,,0.2755,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,III,TWC,single,morphology,1,295,0.4788,0.7769,0.7720,0.2981,0.3837,0.2327,0.3653,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,III,LAD,single,morphology,1,57,0.2994,0.6037,0.9136,0.3043,0.5041,0.1652,0.4113,,0.0023,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,III,SB,single,rhythm,1,583,0.9991,0.9996,0.9995,0.0005,0.0005,-0.0002,0.0014,,0.1618,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,III,SVT,single,rhythm,1,105,0.9270,0.9158,0.9892,-0.0112,-0.0122,-0.0450,0.0290,,0.7479,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,III,SR,single,rhythm,1,274,0.9924,0.9971,0.9967,0.0047,0.0047,-0.0003,0.0114,,0.0804,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,III,ST,single,rhythm,1,235,0.9923,0.9907,0.9985,-0.0016,-0.0016,-0.0084,0.0037,,0.6995,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,III,STTC,single,morphology,1,212,0.3778,0.6273,0.7944,0.2494,0.3977,0.1812,0.3056,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,III,LVH,single,morphology,1,196,0.2466,0.7880,0.6950,0.5415,0.6871,0.4723,0.5992,,0.0023,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,III,RBBB,single,morphology,1,68,0.7411,0.9645,0.9627,0.2234,0.2316,0.1457,0.3130,,0.0023,True,B_confusion,conduction,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,aVR,AF,single,rhythm,1,267,0.9321,0.9648,0.9894,0.0326,0.0338,-0.0067,0.0704,,0.0869,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,aVR,AFL,single,rhythm,1,67,0.6425,0.8166,0.9634,0.1741,0.2132,0.0673,0.2783,,0.0044,True,B_confusion,rhythm,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman_broad,seresnet,aVR,TWC,single,morphology,1,295,0.6654,0.7769,0.8755,0.1115,0.1435,0.0688,0.1569,,0.0023,False,ok,repolarization,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman_broad,seresnet,aVR,LAD,single,morphology,1,57,0.3562,0.6037,0.8926,0.2475,0.4100,0.0822,0.3968,,0.0044,True,B_confusion,axis,False,loss,loss,indeterminate,loss,loss,loss
chapman_broad,seresnet,aVR,SB,single,rhythm,1,583,0.9997,0.9996,0.9998,-0.0001,-0.0001,-0.0005,0.0004,,0.6981,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,aVR,SVT,single,rhythm,1,105,0.8863,0.9158,0.9822,0.0295,0.0322,-0.0099,0.0754,,0.1377,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,aVR,SR,single,rhythm,1,274,0.9959,0.9971,0.9989,0.0012,0.0012,-0.0018,0.0051,,0.3160,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,aVR,ST,single,rhythm,1,235,0.9932,0.9907,0.9980,-0.0025,-0.0025,-0.0055,0.0000,,0.9740,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,aVR,STTC,single,morphology,1,212,0.6204,0.6273,0.8760,0.0069,0.0110,-0.0421,0.0607,,0.4559,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,aVR,LVH,single,morphology,1,196,0.3433,0.7880,0.7646,0.4447,0.5643,0.3704,0.5117,,0.0023,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,aVR,RBBB,single,morphology,1,68,0.8243,0.9645,0.9671,0.1401,0.1453,0.0721,0.2180,,0.0023,False,ok,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman_broad,seresnet,aVL,AF,single,rhythm,1,267,0.9560,0.9648,0.9907,0.0087,0.0091,-0.0219,0.0340,,0.3175,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,aVL,AFL,single,rhythm,1,67,0.7214,0.8166,0.9698,0.0952,0.1166,0.0054,0.1953,,0.0374,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,aVL,TWC,single,morphology,1,295,0.3969,0.7769,0.7350,0.3800,0.4891,0.3196,0.4389,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,aVL,LAD,single,morphology,1,57,0.1476,0.6037,0.8197,0.4561,0.7554,0.3376,0.5652,,0.0023,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,aVL,SB,single,rhythm,1,583,0.9996,0.9996,0.9998,-0.0000,-0.0000,-0.0004,0.0003,,0.5806,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,aVL,SVT,single,rhythm,1,105,0.8976,0.9158,0.9908,0.0182,0.0199,-0.0284,0.0700,,0.3160,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,aVL,SR,single,rhythm,1,274,0.9870,0.9971,0.9952,0.0101,0.0101,0.0032,0.0190,,0.0023,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,aVL,ST,single,rhythm,1,235,0.9807,0.9907,0.9960,0.0100,0.0101,-0.0012,0.0211,,0.0642,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,aVL,STTC,single,morphology,1,212,0.3742,0.6273,0.7828,0.2531,0.4034,0.1818,0.3160,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,aVL,LVH,single,morphology,1,196,0.2405,0.7880,0.6977,0.5475,0.6948,0.4778,0.6077,,0.0023,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,aVL,RBBB,single,morphology,1,68,0.8141,0.9645,0.9650,0.1504,0.1559,0.0889,0.2256,,0.0023,True,B_confusion,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman_broad,seresnet,aVF,AF,single,rhythm,1,267,0.9633,0.9648,0.9934,0.0015,0.0015,-0.0230,0.0239,,0.4790,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,aVF,AFL,single,rhythm,1,67,0.7395,0.8166,0.9795,0.0771,0.0944,-0.0161,0.1688,,0.0848,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,aVF,TWC,single,morphology,1,295,0.5449,0.7769,0.8183,0.2320,0.2986,0.1717,0.2933,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,aVF,LAD,single,morphology,1,57,0.4542,0.6037,0.9625,0.1495,0.2476,0.0272,0.2685,,0.0160,False,ok,axis,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,aVF,SB,single,rhythm,1,583,0.9996,0.9996,0.9997,0.0000,0.0000,-0.0004,0.0004,,0.5427,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,aVF,SVT,single,rhythm,1,105,0.9021,0.9158,0.9913,0.0137,0.0150,-0.0250,0.0610,,0.3540,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,aVF,SR,single,rhythm,1,274,0.9885,0.9971,0.9969,0.0086,0.0086,0.0036,0.0148,,0.0023,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,aVF,ST,single,rhythm,1,235,0.9863,0.9907,0.9976,0.0044,0.0045,-0.0039,0.0142,,0.2202,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,aVF,STTC,single,morphology,1,212,0.4765,0.6273,0.8384,0.1508,0.2403,0.0887,0.2059,,0.0023,True,B_confusion,repolarization,False,loss,loss,indeterminate,loss,loss,loss
chapman_broad,seresnet,aVF,LVH,single,morphology,1,196,0.2984,0.7880,0.7376,0.4896,0.6213,0.4144,0.5537,,0.0023,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,aVF,RBBB,single,morphology,1,68,0.7271,0.9645,0.9579,0.2374,0.2461,0.1500,0.3357,,0.0023,True,B_confusion,conduction,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V1,AF,single,rhythm,1,267,0.9731,0.9648,0.9936,-0.0084,-0.0087,-0.0395,0.0198,,0.6995,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V1,AFL,single,rhythm,1,67,0.8172,0.8166,0.9882,-0.0006,-0.0008,-0.0885,0.0855,,0.5511,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,V1,TWC,single,morphology,1,295,0.3819,0.7769,0.7295,0.3950,0.5084,0.3274,0.4532,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V1,LAD,single,morphology,1,57,0.1261,0.6037,0.6785,0.4776,0.7911,0.3334,0.5976,,0.0023,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V1,SB,single,rhythm,1,583,0.9996,0.9996,0.9997,0.0000,0.0000,-0.0003,0.0004,,0.5374,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V1,SVT,single,rhythm,1,105,0.8645,0.9158,0.9637,0.0513,0.0560,-0.0014,0.1084,,0.0480,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,V1,SR,single,rhythm,1,274,0.9953,0.9971,0.9985,0.0018,0.0018,-0.0021,0.0066,,0.2893,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V1,ST,single,rhythm,1,235,0.9884,0.9907,0.9970,0.0024,0.0024,-0.0081,0.0123,,0.3629,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V1,STTC,single,morphology,1,212,0.3730,0.6273,0.7782,0.2543,0.4053,0.1862,0.3149,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V1,LVH,single,morphology,1,196,0.2795,0.7880,0.7385,0.5085,0.6453,0.4336,0.5660,,0.0023,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V1,RBBB,single,morphology,1,68,0.9490,0.9645,0.9975,0.0154,0.0160,-0.0155,0.0486,,0.2051,False,ok,conduction,False,indeterminate,sufficient,sufficient,indeterminate,sufficient,sufficient
chapman_broad,seresnet,V2,AF,single,rhythm,1,267,0.9354,0.9648,0.9893,0.0294,0.0305,0.0031,0.0555,,0.0293,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,V2,AFL,single,rhythm,1,67,0.5345,0.8166,0.9484,0.2821,0.3454,0.1528,0.3954,,0.0023,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V2,TWC,single,morphology,1,295,0.4513,0.7769,0.7674,0.3256,0.4191,0.2598,0.3880,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V2,LAD,single,morphology,1,57,0.0839,0.6037,0.6946,0.5198,0.8610,0.3912,0.6352,,0.0023,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V2,SB,single,rhythm,1,583,0.9989,0.9996,0.9993,0.0007,0.0007,0.0001,0.0014,,0.0210,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V2,SVT,single,rhythm,1,105,0.8846,0.9158,0.9823,0.0311,0.0340,-0.0151,0.0896,,0.1607,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,V2,SR,single,rhythm,1,274,0.9855,0.9971,0.9962,0.0116,0.0116,0.0059,0.0186,,0.0023,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V2,ST,single,rhythm,1,235,0.9749,0.9907,0.9937,0.0159,0.0160,0.0020,0.0324,,0.0197,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V2,STTC,single,morphology,1,212,0.3819,0.6273,0.7843,0.2454,0.3912,0.1770,0.3029,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V2,LVH,single,morphology,1,196,0.2799,0.7880,0.7409,0.5082,0.6449,0.4347,0.5667,,0.0023,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V2,RBBB,single,morphology,1,68,0.9256,0.9645,0.9946,0.0389,0.0403,0.0021,0.0872,,0.0264,False,ok,conduction,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,V3,AF,single,rhythm,1,267,0.9417,0.9648,0.9899,0.0231,0.0239,-0.0111,0.0549,,0.1377,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,V3,AFL,single,rhythm,1,67,0.4857,0.8166,0.9392,0.3309,0.4052,0.2049,0.4421,,0.0023,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V3,TWC,single,morphology,1,295,0.5921,0.7769,0.8396,0.1848,0.2379,0.1215,0.2387,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V3,LAD,single,morphology,1,57,0.0670,0.6037,0.6807,0.5367,0.8889,0.4118,0.6511,,0.0023,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V3,SB,single,rhythm,1,583,0.9997,0.9996,0.9998,-0.0001,-0.0001,-0.0005,0.0003,,0.7479,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V3,SVT,single,rhythm,1,105,0.8631,0.9158,0.9837,0.0527,0.0576,0.0095,0.1032,,0.0210,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,V3,SR,single,rhythm,1,274,0.9944,0.9971,0.9980,0.0027,0.0027,-0.0010,0.0082,,0.1513,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V3,ST,single,rhythm,1,235,0.9822,0.9907,0.9959,0.0085,0.0086,-0.0012,0.0185,,0.0798,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V3,STTC,single,morphology,1,212,0.4039,0.6273,0.8153,0.2234,0.3561,0.1570,0.2855,,0.0023,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V3,LVH,single,morphology,1,196,0.3346,0.7880,0.7863,0.4534,0.5754,0.3845,0.5152,,0.0023,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V3,RBBB,single,morphology,1,68,0.8775,0.9645,0.9878,0.0870,0.0902,0.0397,0.1478,,0.0023,False,ok,conduction,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,V4,AF,single,rhythm,1,267,0.9084,0.9648,0.9883,0.0563,0.0584,0.0073,0.1041,,0.0279,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,V4,AFL,single,rhythm,1,67,0.3484,0.8166,0.9286,0.4682,0.5733,0.3382,0.5600,,0.0023,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V4,TWC,single,morphology,1,295,0.6611,0.7769,0.8717,0.1158,0.1490,0.0669,0.1654,,0.0023,False,ok,repolarization,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman_broad,seresnet,V4,LAD,single,morphology,1,57,0.0736,0.6037,0.7166,0.5301,0.8780,0.4032,0.6430,,0.0023,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V4,SB,single,rhythm,1,583,0.9992,0.9996,0.9995,0.0004,0.0004,-0.0001,0.0010,,0.1513,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V4,SVT,single,rhythm,1,105,0.8864,0.9158,0.9902,0.0294,0.0321,-0.0088,0.0695,,0.1135,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,V4,SR,single,rhythm,1,274,0.9965,0.9971,0.9992,0.0006,0.0006,-0.0014,0.0028,,0.3465,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V4,ST,single,rhythm,1,235,0.9810,0.9907,0.9952,0.0097,0.0098,-0.0004,0.0213,,0.0480,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V4,STTC,single,morphology,1,212,0.5342,0.6273,0.8631,0.0931,0.1484,0.0315,0.1482,,0.0064,False,ok,repolarization,False,loss,indeterminate,indeterminate,loss,indeterminate,indeterminate
chapman_broad,seresnet,V4,LVH,single,morphology,1,196,0.5015,0.7880,0.8772,0.2865,0.3636,0.2243,0.3457,,0.0023,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V4,RBBB,single,morphology,1,68,0.8322,0.9645,0.9759,0.1322,0.1371,0.0730,0.2034,,0.0023,False,ok,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman_broad,seresnet,V5,AF,single,rhythm,1,267,0.8846,0.9648,0.9842,0.0802,0.0831,0.0268,0.1346,,0.0064,False,ok,rhythm,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,V5,AFL,single,rhythm,1,67,0.3332,0.8166,0.9184,0.4833,0.5919,0.3582,0.5879,,0.0023,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V5,TWC,single,morphology,1,295,0.7789,0.7769,0.9197,-0.0019,-0.0025,-0.0381,0.0341,,0.5480,False,ok,repolarization,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V5,LAD,single,morphology,1,57,0.1069,0.6037,0.7746,0.4968,0.8229,0.3594,0.6158,,0.0023,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V5,SB,single,rhythm,1,583,0.9992,0.9996,0.9995,0.0004,0.0004,-0.0001,0.0011,,0.1182,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V5,SVT,single,rhythm,1,105,0.8635,0.9158,0.9873,0.0523,0.0571,0.0103,0.1022,,0.0122,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,V5,SR,single,rhythm,1,274,0.9908,0.9971,0.9972,0.0062,0.0063,0.0016,0.0126,,0.0023,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V5,ST,single,rhythm,1,235,0.9854,0.9907,0.9954,0.0053,0.0054,-0.0031,0.0134,,0.1448,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman_broad,seresnet,V5,STTC,single,morphology,1,212,0.6105,0.6273,0.8800,0.0168,0.0268,-0.0349,0.0674,,0.3167,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,V5,LVH,single,morphology,1,196,0.7463,0.7880,0.9365,0.0417,0.0529,0.0012,0.0794,,0.0422,False,ok,hypertrophy,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman_broad,seresnet,V5,RBBB,single,morphology,1,68,0.8289,0.9645,0.9756,0.1356,0.1406,0.0744,0.2091,,0.0023,False,ok,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman_broad,seresnet,V6,AF,single,rhythm,1,267,0.9115,0.9648,0.9852,0.0533,0.0552,0.0170,0.0912,,0.0122,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,V6,AFL,single,rhythm,1,67,0.4524,0.8166,0.9459,0.3642,0.4460,0.2452,0.4632,,0.0023,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman_broad,seresnet,V6,TWC,single,morphology,1,295,0.7521,0.7769,0.9172,0.0248,0.0319,-0.0100,0.0612,,0.1229,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman_broad,seresnet,V6,LAD,single,morphology,1,57,0.1220,0.6037,0.8021,0.4817,0.7979,0.3433,0.5948,,0.0023,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
